"_id","lat","lon","cat"
"4adcdb1ef964a520485f21e3",60.1677764182,24.9387210202,"Travel & Transport"
"4adcdb1ef964a520495f21e3",60.170576475699995,24.9388842185,"Travel & Transport"
"4adcdb1ef964a5204a5f21e3",60.166221470699995,24.9424602946,"Travel & Transport"
"4adcdb1ef964a5204b5f21e3",60.1989285888,24.9255859852,"Travel & Transport"
"4adcdb1ef964a5204e5f21e3",60.169647493,24.947167038899998,"Travel & Transport"
"4adcdb1ef964a5204f5f21e3",60.170363,24.939554,"Travel & Transport"
"4adcdb1ef964a520515f21e3",60.1867529697,24.948175975999998,"Travel & Transport"
"4adcdb1ef964a520525f21e3",60.1677191205,24.9292686623,"Travel & Transport"
"4adcdb1ef964a520535f21e3",60.172557109399996,24.945713358800003,"Travel & Transport"
"4adcdb1ef964a520555f21e3",60.1706479091,24.9325158094,"Travel & Transport"
"4adcdb1ef964a520565f21e3",60.168078013599995,24.947118638600003,"Travel & Transport"
"4adcdb1ef964a520585f21e3",60.167571379799995,24.941260814699998,"Travel & Transport"
"4adcdb1ef964a5205a5f21e3",60.1657275173,24.969794769,"Travel & Transport"
"4adcdb1ef964a5205d5f21e3",60.2184630802,24.9069337202,"Travel & Transport"
"4adcdb1ef964a5205e5f21e3",60.2167170707,24.9532985687,"Travel & Transport"
"4adcdb1ef964a5205f5f21e3",60.16286289999999,24.9425187,"Travel & Transport"
"4adcdb1ef964a520615f21e3",60.1698182729,24.927141666399997,"Travel & Transport"
"4adcdb1ef964a520645f21e3",60.165662,24.94726,"Travel & Transport"
"4adcdb1ff964a5206b5f21e3",60.187835891899994,24.9263477325,"Travel & Transport"
"4adcdb1ff964a5206c5f21e3",60.1649358,24.9420175,"Travel & Transport"
"4adcdb1ff964a5206d5f21e3",60.1729319495,24.9476456734,"Travel & Transport"
"4adcdb1ff964a5207b5f21e3",60.201722503999996,24.9369478226,"Travel & Transport"
"4adcdb1ff964a520815f21e3",60.179044400600006,24.928150177,"Travel & Transport"
"4adcdb1ff964a520825f21e3",60.1690337457,24.935059547399998,"Travel & Transport"
"4adcdb1ff964a520845f21e3",60.168659138100004,24.9472447942,"Travel & Transport"
