"_id","lat","lon","cat"
"4a5be5edf964a520f1bb1fe3",38.6260310248,-90.1921329164,"Food"
"4a5d6565f964a5209ebd1fe3",38.605546999999994,-90.22314343,"Arts & Entertainment"
"4acbc3f9f964a5205dc520e3",38.5931729629,-90.21587721770001,"Travel & Transport"
"4acbc3f9f964a5205fc520e3",38.633312,-90.306758,"Travel & Transport"
"4acbc3f9f964a52063c520e3",38.623088748200004,-90.1892682867,"Travel & Transport"
"4acbc3f9f964a52065c520e3",38.6440927402,-90.2642726898,"Travel & Transport"
"4acbc3f9f964a52076c520e3",38.6286673443,-90.1955469528,"Travel & Transport"
"4acbc3f9f964a52077c520e3",38.630057061500004,-90.1919910527,"Travel & Transport"
"4acbc3f9f964a52078c520e3",38.6249007691,-90.1887953281,"Travel & Transport"
"4acbc3f9f964a5207bc520e3",38.623730731500004,-90.194787235,"Travel & Transport"
"4acbc3f9f964a5207ec520e3",38.6326284601,-90.18432140350001,"Arts & Entertainment"
"4acbc3f9f964a5207fc520e3",38.625048941100005,-90.1907143033,"Travel & Transport"
"4acbc3f9f964a52080c520e3",38.60890215,-90.20149456,"Nightlife Spot"
"4acbc3f9f964a52082c520e3",38.65601125,-90.30503399999999,"Food"
"4acbc3f9f964a52083c520e3",38.6296992361,-90.21226908860001,"Nightlife Spot"
"4acbc3f9f964a52086c520e3",38.6067432875,-90.2937624661,"Food"
"4acbc3f9f964a52087c520e3",38.655756,-90.30283,"Nightlife Spot"
"4acbc3f9f964a52088c520e3",38.6305099726,-90.184562,"Food"
"4acbc3f9f964a52089c520e3",38.644734,-90.26162099999999,"Food"
"4acbc3f9f964a5208fc520e3",38.63128068,-90.29259300000001,"Nightlife Spot"
"4acbc3f9f964a52090c520e3",38.606846000000004,-90.287962,"Nightlife Spot"
"4acbc3f9f964a52092c520e3",38.6065992544,-90.21828587629999,"Food"
"4acbc3f9f964a52094c520e3",38.615557,-90.271153,"Nightlife Spot"
"4acbc3f9f964a52097c520e3",38.6100968144,-90.28030157090001,"Food"
"4acbc3f9f964a52098c520e3",38.6076152184,-90.21003842350001,"Nightlife Spot"
"4acbc3f9f964a52099c520e3",38.6175065086,-90.2665230632,"Nightlife Spot"
"4acbc3f9f964a5209cc520e3",38.6562087489,-90.30557434200001,"Food"
"4acbc3f9f964a5209dc520e3",38.639575030900005,-90.2622724239,"Nightlife Spot"
"4acbc3f9f964a5209fc520e3",38.6282053121,-90.2926658958,"Nightlife Spot"
"4acbc3f9f964a520a1c520e3",38.624942885100005,-90.1899684083,"Food"
"4acbc3f9f964a520a3c520e3",38.6310829453,-90.1841893523,"Arts & Entertainment"
"4acbc3f9f964a520a4c520e3",38.5992799927,-90.24278849459999,"Nightlife Spot"
"4acbc3faf964a52000c620e3",38.6316413177,-90.19687878309999,"Nightlife Spot"
"4acbc3faf964a52002c620e3",38.6011870906,-90.2426418635,"Food"
"4acbc3faf964a52004c620e3",38.6554609736,-90.29792879629998,"Arts & Entertainment"
"4acbc3faf964a52005c620e3",38.61978192,-90.192042,"Arts & Entertainment"
"4acbc3faf964a52007c620e3",38.6274846481,-90.25174319940001,"Nightlife Spot"
"4acbc3faf964a52008c620e3",38.6197752854,-90.19252647629999,"Arts & Entertainment"
"4acbc3faf964a52009c620e3",38.6163001092,-90.2115639858,"Food"
"4acbc3faf964a5200ac620e3",38.638625,-90.2311,"Arts & Entertainment"
"4acbc3faf964a5200bc620e3",38.6448835334,-90.2630288775,"Nightlife Spot"
"4acbc3faf964a5200dc620e3",38.640975442,-90.2807092667,"Arts & Entertainment"
"4acbc3faf964a520a5c520e3",38.6297806825,-90.2095769468,"Nightlife Spot"
"4acbc3faf964a520abc520e3",38.6311367388,-90.1936568392,"Food"
"4acbc3faf964a520acc520e3",38.632002663,-90.1982930448,"Food"
"4acbc3faf964a520adc520e3",38.6131819222,-90.31495571139999,"Nightlife Spot"
"4acbc3faf964a520afc520e3",38.6236725793,-90.1969016672,"Nightlife Spot"
"4acbc3faf964a520b0c520e3",38.6323500917,-90.1987782079,"Nightlife Spot"
"4acbc3faf964a520b1c520e3",38.655689239299996,-90.29933452610001,"Arts & Entertainment"
"4acbc3faf964a520b2c520e3",38.645036289299995,-90.2614701408,"Nightlife Spot"
"4acbc3faf964a520b6c520e3",38.648466,-90.260932,"Nightlife Spot"
"4acbc3faf964a520b7c520e3",38.6528090051,-90.2724376355,"Food"
"4acbc3faf964a520b8c520e3",38.6039974678,-90.2692133188,"Nightlife Spot"
"4acbc3faf964a520b9c520e3",38.6026853069,-90.24281501770001,"Food"
"4acbc3faf964a520bac520e3",38.6084335173,-90.2041474467,"Food"
"4acbc3faf964a520bcc520e3",38.6558874938,-90.3011915083,"Nightlife Spot"
"4acbc3faf964a520bdc520e3",38.655944,-90.3049738833,"Arts & Entertainment"
"4acbc3faf964a520bec520e3",38.631464,-90.194919,"Nightlife Spot"
"4acbc3faf964a520bfc520e3",38.6557400169,-90.30094369780001,"Nightlife Spot"
"4acbc3faf964a520c1c520e3",38.6274361937,-90.2083041965,"Food"
"4acbc3faf964a520c3c520e3",38.5992980311,-90.217429549,"Nightlife Spot"
"4acbc3faf964a520c4c520e3",38.6128502153,-90.318643151,"Nightlife Spot"
